Name,num_ratings,positive_rating,price,wine_type,country,world,grape,region,rating_score
Waimea Estate Gewürztraminer 2016 Nelson,89,77,14.99,white wine,new-zealand,new world,,,0.8651685393258427
Waimea Estate Grüner Veltliner 2016 Nelson,14,12,13.99,white wine,new-zealand,new world,,,0.8571428571428571
Waimea Estate Sauvignon Blanc 2016 Nelson,109,98,12.99,white wine,new-zealand,new world,sauvignon blanc,,0.8990825688073395
Wakefield Estate Chardonnay 2016 Clare Valley,18,16,11.99,white wine,australian,new world,,,0.8888888888888888
Wakefield Estate Shiraz 2016 Clare Valley,144,137,11.99,red wine,australian,new world,,,0.9513888888888888
Wakefield Jaraman Coonawarra Shiraz,3,3,16.99,red wine,,,,,1
Whiz Bang Barossa Shiraz ,7,6,13.99,red wine,,,,,0.8571428571428571
Winemaker Series Chardonnay,10,9,10.99,white wine,,,,,0.9
Winemaker Series Shiraz 2016,16,15,11.99,red wine,australian,new world,,,0.9375
Winemaker Series Swartland red 2016,18,16,12.99,red wine,south-african,new world,,,0.8888888888888888
X de Larrivaux 2011,2,0,13.99,red wine,french,old world,merlot,,0
Xanadu Exmoor Chardonnay,4,2,12.99,white wine,,,chardonnay,,0.5
Yalumba Y-Series Cabernet Sauvignon 2014 South Australia,30,24,10.99,red wine,,,,,0.8
Z de Thienpont 2012,0,0,9.99,red wine,,,,,
Zingo Malbec Rosé 2017,1,1,9.99,rose wine,,,,,1
